Position,Track Name,Artist,Streams,URL,Date
73,We're Good,Dua Lipa,1257371,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh,06/03/2021
74,LA NOCHE DE ANOCHE,Bad Bunny,1240878,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck,06/03/2021
75,positions,Ariana Grande,1224840,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,06/03/2021
76,Miss The Rage (feat. Playboi Carti),Trippie Redd,1194948,https://open.spotify.com/track/2BITQ360Knh6qNAOqR7Dyq,06/03/2021
77,Levitating,Dua Lipa,1193524,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP,06/03/2021
78,Dance Monkey,Tones And I,1189652,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,06/03/2021
79,Dick (feat. Doja Cat),StarBoi3,1180893,https://open.spotify.com/track/3nY8AqaMNNHHLYV4380ol0,06/03/2021
80,"Volta Bebê, Volta Neném",Dj Guuga,1169941,https://open.spotify.com/track/4wQUopWk9Ed7Ng5qpKN5qd,06/03/2021
81,Run,OneRepublic,1167178,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw,06/03/2021
82,Heartbreak Anthem (with David Guetta & Little Mix),Galantis,1165138,https://open.spotify.com/track/5K6Ssv4Z3zRvxt0P6EKUAP,06/03/2021
83,Calling My Phone,Lil Tjay,1154114,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE,06/03/2021
84,ROCKSTAR (feat. Roddy Ricch),DaBaby,1124919,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,06/03/2021
85,Roses - Imanbek Remix,SAINt JHN,1124541,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb,06/03/2021
86,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,1122971,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,06/03/2021
87,Best Friend (feat. Doja Cat),Saweetie,1122345,https://open.spotify.com/track/20BOju91NaEFK5Py4VJ2pp,06/03/2021
88,lovely (with Khalid),Billie Eilish,1117312,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,06/03/2021
89,Hecha Pa' Mi,Boza,1114714,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx,06/03/2021
90,34+35,Ariana Grande,1091085,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,06/03/2021
91,SUN GOES DOWN,Lil Nas X,1081542,https://open.spotify.com/track/34eF4BoV8FPk0uhAAoqU7h,06/03/2021
92,Batom de Cereja - Ao Vivo,Israel & Rodolffo,1076897,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp,06/03/2021
93,you broke me first,Tate McRae,1066486,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,06/03/2021
94,Freaks,Surf Curse,1063298,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr,06/03/2021
95,Ram Pam Pam,Natti Natasha,1063015,https://open.spotify.com/track/4DHDIdeayp8xvlyg22wREO,06/03/2021
96,Cover Me In Sunshine,P!nk,1056994,https://open.spotify.com/track/0UKUfxIkDAMZz7hMdiVX3m,06/03/2021
97,Wasted Love (feat. Lagique),Ofenbach,1045621,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U,06/03/2021
98,Circles,Post Malone,1029446,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,06/03/2021
99,Leave Before You Love Me (with Jonas Brothers),Marshmello,1029125,https://open.spotify.com/track/4qu63nuBpdn0qHUHuObEj1,06/03/2021
100,Before You Go,Lewis Capaldi,1028231,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,06/03/2021
101,Aloha,Maluma,1017071,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU,06/03/2021
102,Butter (Hotter Remix),BTS,1010235,https://open.spotify.com/track/38ZffdGref7ax4nX1JUDYT,06/03/2021
103,Good Days,SZA,1009970,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A,06/03/2021
104,0X1=LOVESONG (I Know I Love you),TOMORROW X TOGETHER,1004009,https://open.spotify.com/track/3yTkoTuiKRGL2VAlQd7xsC,06/03/2021
105,Heather,Conan Gray,993850,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,06/03/2021
106,Another Love,Tom Odell,993694,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ,06/03/2021
107,Paradise (feat. Dermot Kennedy),MEDUZA,991215,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr,06/03/2021
108,Reloj,Rauw Alejandro,991030,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J,06/03/2021
109,Believer,Imagine Dragons,990111,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,06/03/2021
110,Life Goes On,BTS,985473,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD,06/03/2021
111,Tipo Gin - Ao Vivo,MC Kevin o Chris,978767,https://open.spotify.com/track/4llr8mcoauwrHBtjGb7F9S,06/03/2021
112,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,972437,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,06/03/2021
113,a m a r i,J. Cole,968016,https://open.spotify.com/track/2cnKST6T9qUo2i907lm8zX,06/03/2021
114,bad guy,Billie Eilish,966642,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,06/03/2021
115,Our Song,Anne-Marie,943532,https://open.spotify.com/track/5zqObw7wjBgL9TDiAymxPn,06/03/2021
116,malibu,sangiovanni,940432,https://open.spotify.com/track/01hEpx8jnOG4q7nDK14Rhi,06/03/2021
117,goosebumps,Travis Scott,933491,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,06/03/2021
118,Señorita,Shawn Mendes,931853,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,06/03/2021
119,Adore You,Harry Styles,926957,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,06/03/2021
120,Memories,Maroon 5,926626,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,06/03/2021
121,WAP (feat. Megan Thee Stallion),Cardi B,922666,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,06/03/2021
122,Lucid Dreams,Juice WRLD,922542,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,06/03/2021
123,Ella No Es Tuya - Remix,Rochy RD,920994,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y,06/03/2021
124,Shape of You,Ed Sheeran,920301,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,06/03/2021
125,Shallow,Lady Gaga,916927,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,06/03/2021
126,Whoopty,CJ,908592,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO,06/03/2021
127,Therefore I Am,Billie Eilish,904934,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha,06/03/2021
128,Take Me To Church,Hozier,902706,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI,06/03/2021
129,Tell Em,Cochise,890063,https://open.spotify.com/track/7nc7mlSdWYeFom84zZ8Wr8,06/03/2021
130,Martin & Gina,Polo G,887334,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ,06/03/2021
131,Little Bit of Love,Tom Grennan,887259,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX,06/03/2021
132,Follow You,Imagine Dragons,885967,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2,06/03/2021
133,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans,871053,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN,06/03/2021
134,What You Know Bout Love,Pop Smoke,867425,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,06/03/2021
135,Breaking Me,Topic,866268,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,06/03/2021
136,Perfect,Ed Sheeran,864480,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,06/03/2021
137,Hawái,Maluma,860454,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp,06/03/2021
138,Bohemian Rhapsody - Remastered 2011,Queen,851369,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,06/03/2021
139,death bed (coffee for your head),Powfu,849397,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,06/03/2021
140,Say You Won't Let Go,James Arthur,848406,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,06/03/2021
141,Prisoner (feat. Dua Lipa),Miley Cyrus,846849,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B,06/03/2021
142,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,846764,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,06/03/2021
143,Liberdade (Quando o Grave Bate Forte),Alok,844170,https://open.spotify.com/track/2QLbRVzixE282JSQjBz2DG,06/03/2021
144,Disco Arranhado - Funk Remix,Malu,839655,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4,06/03/2021
145,GANG GANG (with Lil Wayne),Polo G,835477,https://open.spotify.com/track/4VW44pawoOHPUjlN7DX5vk,06/03/2021
146,Never Left,Lil Tecca,832341,https://open.spotify.com/track/21UkXrc9kD48rNpTMI2ecz,06/03/2021
147,Wake Me Up,Avicii,831972,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2,06/03/2021
148,CORALINE,Måneskin,831248,https://open.spotify.com/track/7HMz8o0m7ASQ3ImFPfhWTY,06/03/2021
149,The Nights,Avicii,831225,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc,06/03/2021
150,My Head & My Heart,Ava Max,826316,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm,06/03/2021
151,Dreams - 2004 Remaster,Fleetwood Mac,821340,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz,06/03/2021
152,Yellow,Coldplay,819561,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,06/03/2021
153,Solid (feat. Drake),Young Stoner Life,817758,https://open.spotify.com/track/6rTInqW3YECMkQsBEHw4sd,06/03/2021
154,Daddy Issues,The Neighbourhood,816525,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5,06/03/2021
155,Riptide,Vance Joy,814357,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm,06/03/2021
156,Ride It,Regard,813676,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,06/03/2021
157,Higher Power,Coldplay,812359,https://open.spotify.com/track/0939D7aT18uBDS2MTjWzct,06/03/2021
158,Counting Stars,OneRepublic,806344,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1,06/03/2021
159,Smells Like Teen Spirit,Nirvana,804438,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf,06/03/2021
160,Every Breath You Take,The Police,804071,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1,06/03/2021
161,One Dance,Drake,803183,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0,06/03/2021
162,La Nota,Manuel Turizo,800117,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa,06/03/2021
163,Só Não Divulga,Fernando & Sorocaba,799821,https://open.spotify.com/track/3HquWF2pZmWYu3WAEP9Heb,06/03/2021
164,my ex's best friend (with blackbear),Machine Gun Kelly,797870,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl,06/03/2021
165,7 rings,Ariana Grande,797404,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,06/03/2021
166,Anyone,Justin Bieber,797186,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC,06/03/2021
167,Beggin',Måneskin,796961,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e,06/03/2021
168,GIRL LIKE ME,Black Eyed Peas,795796,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta,06/03/2021
169,Just the Way You Are,Bruno Mars,794054,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ,06/03/2021
170,Savage Love (Laxed - Siren Beat),Jawsh 685,793480,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,06/03/2021
171,All of Me,John Legend,791418,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a,06/03/2021
172,Break My Heart,Dua Lipa,785890,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,06/03/2021
173,Another One Bites The Dust - Remastered 2011,Queen,784518,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,06/03/2021
174,t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW,784142,https://open.spotify.com/track/1QL7nSDZCwZMnbisV4KOXt,06/03/2021
175,Vida Louca,Mc Poze do Rodo,783211,https://open.spotify.com/track/7IG7laqVpcvIIULrwWP5SA,06/03/2021
176,UN DIA (ONE DAY) (Feat. Tainy),J Balvin,780237,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e,06/03/2021
177,Golden,Harry Styles,780032,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl,06/03/2021
178,The Real Slim Shady,Eminem,776466,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR,06/03/2021
179,HIGHEST IN THE ROOM,Travis Scott,776297,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,06/03/2021
180,The Box,Roddy Ricch,775873,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,06/03/2021
181,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,Os Barões Da Pisadinha,775432,https://open.spotify.com/track/2SUPbyD77tJuOUbqbxct6l,06/03/2021
182,Baby Me Atende,Matheus Fernandes,775284,https://open.spotify.com/track/5R9KPXQVeyqsHZoPLMgfNy,06/03/2021
183,Paradigmas,Jorge & Mateus,773317,https://open.spotify.com/track/17UfXrL7Run3GyZJW4uRjC,06/03/2021
184,Slumber Party (feat. Princess Nokia),Ashnikko,770190,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ,06/03/2021
185,Laugh Now Cry Later (feat. Lil Durk),Drake,768188,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI,06/03/2021
186,The Hills,The Weeknd,765166,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB,06/03/2021
187,Rain On Me (with Ariana Grande),Lady Gaga,762573,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,06/03/2021
188,No Role Modelz,J. Cole,760551,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,06/03/2021
189,Do I Wanna Know?,Arctic Monkeys,757106,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt,06/03/2021
190,Mr. Brightside,The Killers,756792,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B,06/03/2021
191,You,Regard,753643,https://open.spotify.com/track/2cc8Sw1OnCuA5bV8nqWqpE,06/03/2021
192,Closer,The Chainsmokers,752641,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,06/03/2021
193,BICHOTA,KAROL G,749932,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq,06/03/2021
194,SICKO MODE,Travis Scott,749188,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,06/03/2021
195,Falling,Harry Styles,746661,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,06/03/2021
196,Godzilla (feat. Juice WRLD),Eminem,746601,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,06/03/2021
197,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,746186,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn,06/03/2021
198,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,744429,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz,06/03/2021
199,Jocelyn Flores,XXXTENTACION,743856,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,06/03/2021
200,everything i wanted,Billie Eilish,743253,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,06/03/2021
1,good 4 u,Olivia Rodrigo,10773374,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG,06/04/2021
2,Todo De Ti,Rauw Alejandro,7399812,https://open.spotify.com/track/4fSIb4hdOQ151TILNsSEaF,06/04/2021
3,Yonaguni,Bad Bunny,7114986,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS,06/04/2021
4,MONTERO (Call Me By Your Name),Lil Nas X,5562381,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd,06/04/2021
5,Butter,BTS,5451932,https://open.spotify.com/track/3VqeTFIvhxu3DIe4eZVzGq,06/04/2021
6,Kiss Me More (feat. SZA),Doja Cat,5301369,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK,06/04/2021
7,deja vu,Olivia Rodrigo,5253812,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr,06/04/2021
8,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,4474513,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI,06/04/2021
9,Levitating (feat. DaBaby),Dua Lipa,4352946,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF,06/04/2021
10,Lost Cause,Billie Eilish,4133823,https://open.spotify.com/track/2xdwCJLfKCkat14mlgR26M,06/04/2021
11,traitor,Olivia Rodrigo,4079241,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT,06/04/2021
12,drivers license,Olivia Rodrigo,3950011,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH,06/04/2021
13,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,3435929,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy,06/04/2021
14,Astronaut In The Ocean,Masked Wolf,3266470,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl,06/04/2021
15,happier,Olivia Rodrigo,3261698,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl,06/04/2021
16,favorite crime,Olivia Rodrigo,3245923,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8,06/04/2021
17,Fiel,Los Legendarios,3213503,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs,06/04/2021
18,Leave The Door Open,Bruno Mars,3171582,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh,06/04/2021
19,Pareja Del Año,Sebastian Yatra,3144446,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM,06/04/2021
20,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton,3047802,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl,06/04/2021
21,ZITTI E BUONI,Måneskin,2950737,https://open.spotify.com/track/776AftMmFFAWUIEAb3lHhw,06/04/2021
22,brutal,Olivia Rodrigo,2934838,https://open.spotify.com/track/6SRsiMl7w1USE4mFqrOhHC,06/04/2021
23,Build a Bitch,Bella Poarch,2772065,https://open.spotify.com/track/7BoobGhD4x5K96Me0hqC8Q,06/04/2021
24,I WANNA BE YOUR SLAVE,Måneskin,2619621,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk,06/04/2021
25,RAPSTAR,Polo G,2609470,https://open.spotify.com/track/43PGPuHIlVOc04jrZVh9L6,06/04/2021
26,Blinding Lights,The Weeknd,2588488,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,06/04/2021
27,Am,Nio Garcia,2546232,https://open.spotify.com/track/2dNhNlpZAtV4lwAFW45LIv,06/04/2021
28,enough for you,Olivia Rodrigo,2428873,https://open.spotify.com/track/2TOzTqQXNmR2zDJXihjZ2e,06/04/2021
29,DÁKITI,Bad Bunny,2410068,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49,06/04/2021
30,"jealousy, jealousy",Olivia Rodrigo,2333138,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk,06/04/2021
31,2/Catorce,Rauw Alejandro,2295780,https://open.spotify.com/track/71R8HJxQk5qMiRstrlXN9t,06/04/2021
32,The Business,Tiësto,2177119,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN,06/04/2021
33,"1 step forward, 3 steps back",Olivia Rodrigo,2118975,https://open.spotify.com/track/4wcBRRpIfesgcyUtis7PEg,06/04/2021
34,Dynamite,BTS,2091020,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc,06/04/2021
35,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",Tion Wayne,1974746,https://open.spotify.com/track/6uvMKqNlrSvcC4NaKnrwjZ,06/04/2021
36,Watermelon Sugar,Harry Styles,1964946,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,06/04/2021
37,telepatía,Kali Uchis,1958124,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B,06/04/2021
38,Heartbreak Anniversary,Giveon,1929858,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp,06/04/2021
39,EL MAKINON,KAROL G,1912670,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M,06/04/2021
40,Save Your Tears,The Weeknd,1890973,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g,06/04/2021
41,Botella Tras Botella,Gera MX,1885235,https://open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK,06/04/2021
42,Your Love (9PM),ATB,1859409,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx,06/04/2021
43,Heat Waves,Glass Animals,1843065,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx,06/04/2021
44,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,1837070,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU,06/04/2021
45,Rasputin,Majestic,1815333,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q,06/04/2021
46,Qué Más Pues?,J Balvin,1802640,https://open.spotify.com/track/6hf0RpxTbOprT5nnwzkk8e,06/04/2021
47,hope ur ok,Olivia Rodrigo,1772659,https://open.spotify.com/track/1zejeOnykpCoyVSit6Bwp3,06/04/2021
48,Miénteme,TINI,1766932,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc,06/04/2021
49,Mood (feat. iann dior),24kGoldn,1690420,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m,06/04/2021
50,Goosebumps - Remix,Travis Scott,1678437,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9,06/04/2021
51,Voice of the Heroes,Lil Baby,1647307,https://open.spotify.com/track/3E3pb3qH11iny6TFDJvsg5,06/04/2021
52,Hold On,Justin Bieber,1634971,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5,06/04/2021
53,Bandido,Myke Towers,1634221,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb,06/04/2021
54,Your Power,Billie Eilish,1621808,https://open.spotify.com/track/5qNh5WtzMbfpSj2jLlBkoD,06/04/2021
55,Arcade,Duncan Laurence,1613558,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C,06/04/2021
56,Last Train Home,John Mayer,1592287,https://open.spotify.com/track/1fzf9Aad4y1RWrmwosAK5y,06/04/2021
57,BED,Joel Corry,1579557,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS,06/04/2021
58,By Your Side (feat. Tom Grennan),Calvin Harris,1576523,https://open.spotify.com/track/0vR2rIVORmgeKiGIgNT0fV,06/04/2021
59,Late At Night,Roddy Ricch,1571687,https://open.spotify.com/track/1fxYz1s15pyZLsJT0Hdh1m,06/04/2021
60,Don't Start Now,Dua Lipa,1555872,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,06/04/2021
61,Sal y Perrea,Sech,1538774,https://open.spotify.com/track/5u7twkeask1VIyDeNTElSU,06/04/2021
62,512,Mora,1499459,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2,06/04/2021
63,Poblado,Crissin,1485263,https://open.spotify.com/track/7xT1n5JKpB0bMPh6FL589e,06/04/2021
64,Head & Heart (feat. MNEK),Joel Corry,1482795,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,06/04/2021
65,Up,Cardi B,1461054,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi,06/04/2021
66,911,Sech,1455666,https://open.spotify.com/track/2p2Q23iaaPSEa1tI6TsCVX,06/04/2021
67,Someone You Loved,Lewis Capaldi,1438305,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,06/04/2021
68,LA NOCHE DE ANOCHE,Bad Bunny,1436461,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck,06/04/2021
69,Streets,Doja Cat,1401856,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf,06/04/2021
70,Hats Off (feat. Travis Scott),Lil Baby,1398119,https://open.spotify.com/track/4lUmnwRybYH7mMzf16xB0y,06/04/2021
71,WITHOUT YOU,The Kid LAROI,1364754,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA,06/04/2021
72,Baila Conmigo (with Rauw Alejandro),Selena Gomez,1338824,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h,06/04/2021
73,We're Good,Dua Lipa,1319857,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh,06/04/2021
74,Runaway,AURORA,1311674,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6,06/04/2021
75,Wants and Needs (feat. Lil Baby),Drake,1291868,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b,06/04/2021
76,Sweater Weather,The Neighbourhood,1277239,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,06/04/2021
77,Dance Monkey,Tones And I,1271124,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,06/04/2021
78,p r i d e . i s . t h e . d e v i l (with Lil Baby),J. Cole,1269181,https://open.spotify.com/track/5W8jRrZ6tWrTrqnKRtIQBf,06/04/2021
79,Talking to the Moon,Bruno Mars,1267440,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU,06/04/2021
80,Heartbreak Anthem (with David Guetta & Little Mix),Galantis,1266228,https://open.spotify.com/track/5K6Ssv4Z3zRvxt0P6EKUAP,06/04/2021
81,m y . l i f e (with 21 Savage & Morray),J. Cole,1261596,https://open.spotify.com/track/1D3z6HTiQsNmZxjl7F7eoG,06/04/2021
82,positions,Ariana Grande,1248969,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,06/04/2021
83,Bipolar,Mc Davi,1245175,https://open.spotify.com/track/0qxLQ6opocOGyFnlXqJ53x,06/04/2021
84,Dick (feat. Doja Cat),StarBoi3,1241158,https://open.spotify.com/track/3nY8AqaMNNHHLYV4380ol0,06/04/2021
85,Levitating,Dua Lipa,1237161,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP,06/04/2021
86,Run,OneRepublic,1220104,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw,06/04/2021
87,Roses - Imanbek Remix,SAINt JHN,1216067,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb,06/04/2021
88,Calling My Phone,Lil Tjay,1193978,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE,06/04/2021
89,Leave Before You Love Me (with Jonas Brothers),Marshmello,1185845,https://open.spotify.com/track/4qu63nuBpdn0qHUHuObEj1,06/04/2021
